Taxon,3PINES,AINO,ANDERSON,ANGE,ARTHURB,ARTHURE,ATO,AXELAKE,BALSAM,BARCHAMP,BARRY,BASEBALL,BASINPND,BASSWOOD,BASTIEN,BEAVERWI,BIGJOHN,BIGPOND,BINNEWTR,BLACKGUM,BLACKPND,BLUMOUND,BOGD,BRADSHAW,BRI2,BUCKLAKE,BYRONMRL,CAPITOLA,CEDARBLK,CHANCEHA,CHES2208,CHESPTMC,CHISM1,CLEARLIA,CLEARWTR,COGHILL,COMPASS,CONROY,COT,COTTONWD,CRANBER,CRAWFBOG,CRAWFDC,CROOKEDN,CROOKEDR,CROOKEDU,CUPOLA,DEADFROG,DEEPPOND,DEER,DIA375,DIAB,DIVERS,DUARTE,DUGASBAY,EAGLE,EAGLEPND,EBALTIC,ELAKE68,ELYLAKE,EMRICK,ERIE,ESPOIR,FAKIII98,FAR,FAWN,FIRST,FLINFLON,FORGE,FRENCHBY,FRESH,FRESHPND,FUDGER,FURNIVAL,GEAI,GILES,GOULD,GRAS,GREENNJ,GREENPND,GRENADIE,GREYIS,GUMLIMDH,GUMLIMFT,GUMLIMM,GUMLIMWH,HAMSLAKE,HANSON,HARLOCK,HARR,HARRIE,HAWKE,HELLSKIT,HEMLOCK,HIGHLAKE,HOSTAGE,HOUGHTON,HUMBER3,HUMBER5,HUMBER7,ICEHSMA,IRVIN,JACKSON,JBL004,JEMIMA,JOES3,JOS,KAN,KELLHOL1,KELLHOL2,KELLNERS,KENNYS,KILBRIDE,KIMBLE,KINSMAN,KROENING,LACAWAC,LAKEA,LAKEB,LAKEBI2,LAKEBN7,LAKEGB1,LAKELT1,LANSTJE,LEADINGT,LEVI,LILYLAKE,LILYWAR,LIMABOG,LINSLEY,LITTLEBO,LITTLEM,LONGSWMP,LORRAINE,LOSTMOOS,LOUISEMB,LOVESIC1,LOVESIC3,LOXAHAT1,LXSITE10,LXSITE4,LXSITE5,MANSELL,MARKPOND,MASHPAUG,MAYFLWON,MCCAR,MCDONALD,MERMAID,MILLER51,MKPEACEB,MKPEACED,MOONLAKE,MORRISON,MS9011,MUDCRK1,MUDLAKE,MUDLKMI,MUDLKMN2,NELSONMI,NOBOTTOM,NORTHPND,NORTHRND,NUTHSFT,NUTHSH,OLIVER,ONDRISPD,OPINES,OTTER,PANTHER,PARROTT,PASACACO,PATRICIA,PAW2,PAWELSKI,PAYNTER,PECKER,PEGGY,PENEGOR,PERCH,PERCHDUC,PETERSL,PICKEREL,PIERMONT,PINELAKE,PINEWI,PINHOOK,PINKLAKE,PITCHER,PLEASANT,POGONIA,POLAND,PORQUI2,PRESTON,PRIEND,PROTECTN,PWFTSWAL,QUAG,RAFT,RAMSAYLK,REIDEL,RICEMNB,RICEMSH2,RICEON,RIFESWMP,ROADCUT,ROBPOND,ROM,ROSE1,ROSSPOND,ROUND,ROUNDON,RUBYLAKE,SANDY,SCOTTLK,SILCOX52,SILVERNS,SILVERPA,SNAKE,SOUTHBOG,SPIRIT,SPIRITWD,STEELMN,SUGRLOAF,SZABOPND,TAUPAW,TAYCRK2A,TAYCRK2B,TAYLSL15,TAYLSL7,TERHELL,TERRIEN,THIB127B,TITICUT1,TONAWA,TROUTLBG,TWISMARL,UPMALLOT,VALHALLA,VANNOSTR,WCA2AF1,WCA2AU3,WCA3A15,WEBBS,WENTZEL,WHITGLCH,WICKETT,WINTERGR,WOLSFELD,WOODLAKE,WYLDELK,YELLE
Cyrilla.racemiflora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001604278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051724138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shepherdia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001287425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000319795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ephedra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.39E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01183432,0,0,0,0.002038043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arctostaphylos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000397287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005534034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhododendron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006549532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chamaedaphne.calyculata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028960818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vaccinium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008517888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000302343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000266698,0,0
Amorpha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000662843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000592306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000584283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002735018,0,0,0,0,0,0,0,0.004464286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003322259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002106086,0,0,0,0,0,0,0
Dalea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000817996,0,0,0,0,0,0,0,0,0,0,0.001050612,0,0,0,0,0,0.003856232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006453782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003045037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001711677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trifolium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002874891,0,0,0,0.00125538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001325685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000491562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000180148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002188372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007376402,0,0,0
Melilotus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000662843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007334083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003316973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001101322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002189781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001242422,0,0,0,0.001399811,0,0,0
Castanea,0,0.012268188,0.020707548,0,0,0,0,0,0.017277819,0,0.000843882,0,0.011363636,0.003636364,0,0,0,0.025714286,0.017551783,0.002645661,0.055643233,0,0,0,0,0,0.002528113,0,0,0,0,0,0,0,0,0,0,0,0.001702692,0,0,0,0.005201238,0,0,0,2.04E-05,0.01170754,0.001579779,0,0,0,0.017645326,0.005117315,0,0.00280112,0.001709402,0,0,0.01094567,0,0,0,0,0,0,0.041367847,0,0.018485958,0,0.005817149,0,0,0,0.002053388,0.028637766,0.003157895,0,0.065561467,0.061999012,0,0,0,0,0,0,0,0,0.001700792,0,0,0,0,0,0,0,0.000794829,0,0,0,0.000266134,0,0.001971797,0,0.001073166,0,0,0,0,0,0,0,0,0,0.011142061,0,0.015883695,0,0,0,0,0,0,0,0,0.001741897,0,0.021481178,0,0.014904273,0.023057281,0.015694951,0.020737763,0,0,0,0,0,0,0,0,0,0,0,0.006737561,0,0,0,0,0,0.00046558,0.004845019,0,0,0.002129601,0,0,0,0,0,0,0.004777978,0.046749839,0,0,0,0,0,0.014944664,0,0,0.016637546,0,0,0.018004462,0,0.05824787,0,0,0,0,0,0,0.015645237,0,0,0,0,0.000439422,0.042442288,0,0.003316697,0,0,0,0.000580191,0,0.024957848,0,0,0,0,0,0.001518863,0,0,0,0,0,0.001049079,0.001666279,0,0,0.003566273,0,0,0,0.029585799,0.006883141,0,0,0,0,0,0.00057552,0,0,0,0,0,0,0,0,0.007042254,0,0,0,0,0,0,0,0,0,0,0,0,0.058601433,0,0,0,0,0
Fagus,0.00172724,0.04372164,0.003219632,0.006700168,0,0,0.118733509,0.008584765,0.081576182,0,0.021965389,0,0.036931818,0.021818182,0.026496565,0,0,0,0.021748141,0.012115938,0.005021521,0,0,0,0,0.00623053,0.00899259,0.002689178,0,0.085684103,0,0.020329937,0,0,0,0,0,0.019896003,0.006829227,0,0.033417085,0.007212672,0.02107041,0,0,0,2.04E-05,0.035001181,0.020537125,0.033240997,0,0.007434944,0.057392675,0.007251796,0.003837718,0.103641457,0.003418803,0.005068554,0,0.0355761,0.018157905,0.022088845,0.015932759,0,0,0.033351495,0.020835841,0,0.006446886,0.06909314,0.016659373,0.000790306,0.000674031,0.006666667,0.032854209,0.028745756,0.019607434,0,0.017253469,0.027236956,0.006582299,0,0,0,0,0,0.049173122,0,0.038325992,0.005509642,0,0,0,0.015591398,0.066797642,0,0.043809537,0.005393254,0.013141933,0.007619941,0.02016308,0,0,0,0.006571767,0.000758929,0.056218058,0,0,0,0.05536824,0,0.008211629,0,0.08356546,0,0.072760848,0,0,0,0,0,0,0.013353116,0,0.108213314,0,0.073387006,0,0.015499736,0.039833358,0.039298577,0.002656789,0,0,0,0.018473176,0.028502763,0,0,0,0,0.069279245,0,0.023187961,0.024301935,0.060876862,0.003899326,0.013040646,0.001730104,0.002823043,0.00021038,0,0,0.015669454,0,0,0,0,0.050611891,0.010867858,0.171992676,0.097195967,0,0,0,0,0.001119119,0.043566552,0.003333333,0.012932308,0.020061379,0,0,0.006908646,0.015564202,0.063699172,0,0.02383937,0.009947233,0,0,0,0.037256172,0,0,0.003716723,0.033559373,0.037348668,0.027979478,0,0.058058192,0.013860972,0.031046197,0,0.049998602,0,0.083908362,0.0015625,0.032590413,0,0,0.00076872,0.024941187,0.013121018,0,0,0.016990291,0.025837785,0.035176428,0.008863348,0,0,0.006819798,0,0,0.010416667,0.035502959,0.092516356,0.006639756,0.030143622,0,0,0,0.020326591,9.35E-05,0,0,0,0,0,0.014869888,0,0.002347418,0.008698567,0.000298938,0.022715113,0,0.037398652,0.010725895,0,0,0,0.020257732,0,0.000106944,0.042713823,0.009959438,0,0.000266698,0.089083341,0
Quercus,0.017878968,0.234107362,0.225474481,0.003350084,0.107867488,0.11046126,0.036939314,0.053596111,0.120653623,0.164921466,0.093034917,0.003351487,0.045454545,0.032727273,0.036310108,0.032039211,0.014597913,0.428571429,0.275926587,0.180836972,0.179411765,0.164948454,0.05867617,0,0.002369668,0.080996885,0.031470695,0.095234588,0.110288827,0.016433371,0.335235504,0.264832613,4.21E-06,0.183348467,0,0.000252002,0.002598771,0.014441422,0.013639997,0.001325685,0.101792295,0.047853304,0.062924624,0.012443492,0.027777778,0.041769042,0.412328484,0.183622342,0.366508689,0.041551247,0,0.007434944,0.161280189,0.257323803,0.018999552,0.050420168,0.217094017,0.010367094,0.007824949,0.054235193,0.463838525,0.208567249,0.012739993,0.007039794,0.001833774,0.015645915,0.287996835,0.000592306,0.291965812,0.108374701,0.173091468,0.103948925,0.180613601,0.039275362,0.024640657,0.372807284,0.027111343,0,0.358262516,0.2363173,0.325528863,0.001753851,0.049975012,0.027706916,0.029481503,0.000712251,0.327768297,0.18066426,0.284890612,0.005509642,0.003101913,0,0.06468292,0.110564516,0.07956778,0.095117122,0.055345175,0.186245755,0.292841911,0.258535522,0.190817392,0.080828866,0.386667948,0.002213789,0.163110233,0.004241071,0.010221465,0.003724395,0.05855658,0.098053298,0.188520798,0.001743817,0.061480233,0.059626663,0.066852368,0.045529389,0.194676001,6.11E-05,0.000152022,0.002790757,0.000171386,0.001416431,0,0.029673591,0.001169819,0.046082391,0.286883804,0.165606648,0.20195889,0.304511674,0.255859184,0.336523452,0.349072466,0.04233153,0,0.172716989,0.138922724,0.11342434,0.020638185,0,0,0.004607372,0.034357683,0.009765517,0.410223434,0.030248252,0.042461969,0.031967387,0.016815327,0.294117647,0.197021764,0.102534331,0.035185777,0.070148601,0.027040422,0.015873016,0.196428571,0.022430814,0.142512752,0.035868113,0.109196846,0.101133983,0.140613289,0.034933249,0,0.019896193,0.174382473,0.096029708,0.196480853,0.79,0.128565941,0.274147437,0,0.171108734,0.398931099,0.035019455,0.147120787,0.012262399,0.05176262,0.026983466,0.005090346,0.129245018,0.079734219,0.191893324,0,0.102164558,0.154516109,0.09090746,0.048611213,0.227108001,0.179672043,0.20895188,0.203726968,0.101796831,0.156200942,0.062061388,0.148562562,0.123600806,0,0.033827175,0.1498716,0.006926031,0.016548744,0.079689725,0.103716815,0.003850385,0.004698046,0.016990291,0.066147568,0.159708447,0.182159415,0.011266325,0.276129514,0.306341521,0.157206639,0,0.041666667,0.301775148,0.175005416,0.008176832,0.047905104,0.037841346,0.060565997,0.001801212,0.386432925,0.070472554,0.086206897,0.013456938,0.013986014,0.016602103,0.175237889,0.018587361,0,0.072769953,0.075099132,0.041638319,0.040111721,0.010271318,0.016732543,0.049937533,0.00650289,0.026851852,0.043003572,0.118153673,0.088977911,0.000427778,0.153435632,0.273214544,0.206493095,0.032702874,0.114584283,0.003322259
Geranium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003052503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ribes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006105006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypericum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000790306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002229118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001209373,0,0,0,0,0,0,0,0.208801685,0.288965533,0,0,0,0,0,0,0,0,0.021594371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000982318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437880461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003655299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
